IP,Subject_CN,Issuer_CN,Sig_Algo,Pubkey_Type,Pubkey_Bits,NotAfter,SAN,source
,ps.losrios.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)05, CN=VeriSign Class 3 Secure Server CA",,,,2013-05-16T23:59:59,ps.losrios.edu,crtsh
,sys.brandeis.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-09-26T23:59:59,sys.brandeis.edu,crtsh
,aceweb.usm.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-07-25T23:59:59,aceweb.usm.edu,crtsh
,hrjobs.csuohio.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-10-28T16:11:47,hrjobs.csuohio.edu,crtsh
,www.rockhurst.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-04-22T12:01:11,rockhurst.edu;www.rockhurst.edu,crtsh
,ROYALL AND COMPANY,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-08-02T23:59:59,go.hbu.edu,crtsh
,its.syr.edu,"C=ZA, ST=Western Cape, L=Cape Town, O=Thawte Consulting cc, OU=Certification Services Division, CN=Thawte Premium Server CA, emailAddress=premium-server@thawte.com",,,,2013-08-05T23:59:59,its.syr.edu,crtsh
,*.libraryproxy.quinnipiac.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-04-01T02:29:20,*.libraryproxy.quinnipiac.edu;libraryproxy.quinnipiac.edu,crtsh
,hedwig.mgh.harvard.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-05-13T06:02:35,hedwig.mgh.harvard.edu,crtsh
,voeis.msu.montana.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-07-02T01:37:43,voeis.msu.montana.edu,crtsh
,webmail.rmu.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-05-25T13:54:25,webmail.rmu.edu,crtsh
,csg.unch.unc.edu,"C=US, O=""Entrust, Inc."", OU=AND ADDITIONAL TERMS GOVERNING USE AND RELIANCE, OU=CPS CONTAINS IMPORTANT LIMITATIONS OF WARRANTIES AND LIABILITY, OU=www.entrust.net/CPS is incorporated by reference, OU=""(c) 2008 Entrust, Inc."", CN=Entrust Certification Authority - L1B",,,,2013-09-22T15:22:01,csg.unch.unc.edu,crtsh
,myecweb.eckerd.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-11-28T23:59:59,myecweb.eckerd.edu,crtsh
,jobs.nwacc.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-17T12:00:00,jobs.nwacc.edu,crtsh
,appserv3.admin.uillinois.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-11-27T23:59:59,appserv3.admin.uillinois.edu,crtsh
,jobs.tamhsc.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-17T12:00:00,jobs.tamhsc.edu,crtsh
,kcsweb.utk.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, CN=USERTrust Legacy Secure Server CA",,,,2013-06-12T23:59:59,as.kcsweb.utk.edu;download.kcsweb.utk.edu;kcs4.utk.tennessee.edu;kcsweb.utk.edu,crtsh
,*.kcumb.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-08-26T17:17:48,*.kcumb.edu;kcumb.edu,crtsh
,*.ezproxy.ithaca.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-07-23T00:14:10,*.ezproxy.ithaca.edu,crtsh
,jobs.hacc.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-17T12:00:00,jobs.hacc.edu,crtsh
,crhweb.med.und.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Extended Validation CA - G2",,,,2013-09-22T17:55:02,crhweb.med.und.edu,crtsh
,techstaff.utexas.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-08-04T23:59:59,techstaff.utexas.edu,crtsh
,tltc.shu.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-06-21T22:35:04,tltc.shu.edu,crtsh
,remote.cottey.edu,"C=ES, ST=MADRID, L=MADRID, O=ips Certification Authority, OU=Certificaciones, CN=ipsCA Level 1 CA, emailAddress=ipscalevel1@ipsca.com",,,,2013-07-31T06:26:09,admincomputing@cottey.edu;remote.cottey.edu,crtsh
,wwwtest.utexas.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-09-06T23:59:59,wwwtest.utexas.edu,crtsh
,mc4me.mccd.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-05-30T12:09:06,mc4me.mccd.edu;mysite.mccd.edu,crtsh
,examens.fib.upc.edu,"C=NL, O=TERENA, CN=TERENA SSL CA",,,,2013-03-24T23:59:59,examens.fib.upc.edu,crtsh
,advise2.cvcc.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-08-05T23:59:59,advise2.cvcc.edu;www.advise2.cvcc.edu,crtsh
,exchange.aum.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-05-06T23:59:59,autodiscover.aum.edu;exchange.aum.edu,crtsh
,ssb.muw.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-11-22T01:02:45,ssb.muw.edu,crtsh
,*.byu.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-09-10T12:00:00,*.byu.edu;byu.edu,crtsh
,prod-web.neu.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-08-01T23:59:59,prod-web.neu.edu,crtsh
,forums.yaleglobal.yale.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-06-05T23:59:59,forums.yaleglobal.yale.edu,crtsh
,*.uncsa.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-10T21:57:03,*.uncsa.edu;uncsa.edu,crtsh
,bluehouse.presby.edu,"C=US, O=""Thawte, Inc."", OU=Domain Validated SSL, CN=Thawte DV SSL CA",,,,2013-12-06T23:59:59,bluehouse.presby.edu,crtsh
,g.patt.us,"C=IL, O=StartCom Ltd., OU=Secure Digital Certificate Signing, CN=StartCom Class 1 Primary Intermediate Server CA",,,,2013-04-14T05:40:08,dspattison@ucdavis.edu,crtsh
,mail.aup.edu,"C=NL, O=TERENA, CN=TERENA SSL CA",,,,2013-07-29T23:59:59,aup.edu;autodiscover.aup.edu;mail.aup.edu;webmail.aup.edu,crtsh
,icontrol.hs.pitt.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-05-02T23:59:59,icontrol.hs.pitt.edu,crtsh
,ileave.csn.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)06, CN=VeriSign Class 3 Extended Validation SSL SGC CA",,,,2013-11-22T23:59:59,ileave.csn.edu,crtsh
,bursar.okstate.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-11-15T13:45:18,bursar.okstate.edu;www.bursar.okstate.edu,crtsh
,cit.ucsf.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-10-03T23:59:59,cit.ucsf.edu;www.cit.ucsf.edu,crtsh
,pps.voice.isc.upenn.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-04-26T23:59:59,pps.voice.isc.upenn.edu,crtsh
,dn1.umd.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-04-18T12:00:00,dn1.umd.edu,crtsh
,auth.uccs.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, CN=USERTrust Legacy Secure Server CA",,,,2013-05-13T23:59:59,auth1.uccs.edu;auth2.uccs.edu;auth.uccs.edu,crtsh
,ecampus.southalabama.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-06-14T22:10:02,ecampus.southalabama.edu,crtsh
,*.duq.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-06-28T23:59:59,*.duq.edu,crtsh
,mycampus.phoenix.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-06-27T23:59:59,mycampus.phoenix.edu,crtsh
,library.osu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-13T23:59:59,library.osu.edu,crtsh
,scholarships.fhda.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-09-19T12:00:00,scholarships.fhda.edu,crtsh
,portal.supplier.fsu.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-04-21T23:59:59,portal.supplier.fsu.edu;www.portal.supplier.fsu.edu,crtsh
,www.augustatech.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-11-12T23:59:59,www.augustatech.edu,crtsh
,d2lhelp.view.usg.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-08-04T15:57:26,d2lhelp.view.usg.edu,crtsh
,iodnet.unh.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-07-24T18:17:39,iodnet.unh.edu;www.iodnet.unh.edu,crtsh
,mypassword.sfasu.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-04-18T01:43:21,mypassword.sfasu.edu,crtsh
,de.asia.umuc.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-06-12T23:59:59,de.asia.umuc.edu,crtsh
,www.jobs.lcc.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-17T12:00:00,jobs.lcc.edu;www.jobs.lcc.edu,crtsh
,*.utah.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-11-19T23:59:59,ims.utah.edu;*.utah.edu;utah.edu;www.ims.utah.edu,crtsh
,inside.artcenter.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-13T20:56:02,inside.artcenter.edu;www.inside.artcenter.edu,crtsh
,secure.identity.ucsb.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-04-22T15:42:03,secure.identity.ucsb.edu,crtsh
,my.tti.tamu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-11-29T23:59:59,my.tti.tamu.edu,crtsh
,assess-it.du.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-05-25T23:59:59,assess-it.du.edu,crtsh
,sremote.pitt.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-11-19T23:59:59,sremote.pitt.edu,crtsh
,rms.longwood.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-05-12T23:59:59,rms.longwood.edu,crtsh
,cass.ivytech.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-11-30T23:59:59,cass.ivytech.edu;www.cass.ivytech.edu,crtsh
,ssb.inter.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)06, CN=VeriSign Class 3 Extended Validation SSL SGC CA",,,,2013-07-19T23:59:59,ssb.inter.edu,crtsh
,www.ccm.udel.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-03-29T23:59:58,ccm.udel.edu;www.ccm.udel.edu,crtsh
,tk20.usi.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-12-08T19:45:01,tk20.usi.edu,crtsh
,www.alumnet.simmons.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-05-21T20:21:47,alumnet.simmons.edu;www.alumnet.simmons.edu,crtsh
,cotcconnect.cotc.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-07-30T19:38:55,cotcconnect.cotc.edu,crtsh
,dars.uanet.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-04-02T03:46:48,dars.uanet.edu,crtsh
,www.senate.umd.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-03T12:00:00,senate.umd.edu;www.senate.umd.edu,crtsh
,cams.bcm.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-09-23T23:59:59,cams.bcm.edu,crtsh
,www.nv.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-11-14T12:00:00,fs.commnet.edu;idfinder.commnet.edu;intranet.txcc.commnet.edu;ManageSpam.ct.edu;mxprofilemgr.mxcc.commnet.edu;nv.edu;plv1-casvip.commnet.edu;plv1.commnet.edu;servicedesk.ct.edu;tunxis.commnet.edu;tunxis.edu;tx-asc-trac.txcc.commnet.edu;www.commnet.edu;www.mcc.commnet.edu;www.nvcc.commnet.edu;www.nv.edu;www.online.commnet.edu;www.ris.commnet.edu;www.tunxis.commnet.edu;www.tunxis.edu,crtsh
,securecerts.psu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-09-13T23:59:59,certs.psu.edu;certs.sdi.psu.edu;securecerts.psu.edu,crtsh
,*.kent.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-10-22T12:00:00,*.kent.edu;kent.edu;licensed.kent.edu,crtsh
,experience.kent.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-07-10T06:44:03,experience.kent.edu,crtsh
,hrapps.hr.vt.edu,"Virginia Tech Global Server CA, OU=Global Server CA, O=Virginia Tech, C=US",,,,2013-04-27T18:57:09,edu;hrapps.hr.vt.edu,crtsh
,mail.hanover.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-12-23T17:40:43,autodiscover.campus.hanover.edu;autodiscover.hanover.edu;exchange.hanover.edu;mail.hanover.edu;mobile.hanover.edu,crtsh
,lynda.aucegypt.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-10-31T08:45:02,lynda.aucegypt.edu,crtsh
,*.scciowa.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-08-21T12:00:00,email.scciowa.edu;hedwig.scciowa.edu;mail.scciowa.edu;*.scciowa.edu;scciowa.edu,crtsh
,rrc.edu,"C=US, ST=Arizona, L=Scottsdale, O=""Starfield Technologies, Inc."", OU=http://certificates.starfieldtech.com/repository, CN=Starfield Secure Certification Authority, serialNumber=10688435",,,,2013-11-05T15:23:26,rrc.edu;www.rrc.edu,crtsh
,*.yc.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-08-15T23:59:59,*.yc.edu;yc.edu,crtsh
,pype.its.utexas.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-05-10T23:59:59,pype.its.utexas.edu,crtsh
,*.uni.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-10-01T23:59:59,bb9-stage.uni.edu;bb9-test.uni.edu;bb9.uni.edu;*.uni.edu;uni.edu,crtsh
,xmail.berlitz.com,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-05-17T19:50:09,autodiscover.els.edu,crtsh
,mediasite.lipscomb.edu,"C=US, O=Equifax Secure Inc., CN=Equifax Secure Global eBusiness CA-1",,,,2013-10-22T22:05:54,mediasite.lipscomb.edu,crtsh
,csmaster.sxu.edu,"C=ES, ST=MADRID, L=MADRID, O=ips Certification Authority, OU=Certificaciones, CN=ipsCA Level 1 CA, emailAddress=ipscalevel1@ipsca.com",,,,2013-07-11T08:08:48,csmaster.sxu.edu,crtsh
,css-tst.shr.nevada.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-04-03T12:00:00,css-tst.shr.nevada.edu;Nevada System of Higher Education,crtsh
,*.library.mxschool.edu,"C=ES, ST=MADRID, L=MADRID, O=ips Certification Authority, OU=Certificaciones, CN=ipsCA Level 1 CA, emailAddress=ipscalevel1@ipsca.com",,,,2013-10-10T07:36:42,jcsmith@mxschool.edu;*.library.mxschool.edu,crtsh
,www.ofyp.umn.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-11-26T23:59:59,www.ofyp.umn.edu,crtsh
,dropbox.uconn.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-12-20T23:59:59,dropbox.uconn.edu;www.dropbox.uconn.edu,crtsh
,portal.piedmontu.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-12-07T03:05:46,portal.piedmontu.edu,crtsh
,techworks.psauth.gatech.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-07-18T23:59:59,techworks.psauth.gatech.edu,crtsh
,www.spz.kit.edu,"C=DE, ST=Baden-Wuerttemberg, L=Karlsruhe, O=Karlsruhe Institute of Technology, OU=Steinbuch Centre for Computing, CN=KIT-CA, emailAddress=ca@kit.edu",,,,2013-09-12T11:22:14,www.spz.kit.edu,crtsh
,*.lpi.usra.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-11-15T23:04:53,*.lpi.usra.edu,crtsh
,www.smsu.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Domain Validation CA - G2",,,,2013-08-08T16:55:02,smsu.edu;www.smsu.edu,crtsh
,www.gustavus.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance EV CA-1",,,,2013-10-19T12:00:00,gustavus.edu;www.gustavus.edu,crtsh
,*.ous.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High Assurance Secure Server CA",,,,2013-04-26T23:59:59,*.ous.edu;ous.edu,crtsh
,extranet.childrens.harvard.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-05-05T13:45:41,extranet.childrens.harvard.edu,crtsh
,*.engineering.ou.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-17T22:38:10,*.engineering.ou.edu;engineering.ou.edu,crtsh
,*.lawgiving.stjohns.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-11-21T14:46:08,*.lawgiving.stjohns.edu;lawgiving.stjohns.edu,crtsh
,jobs.waketech.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-10-07T14:11:17,jobs.waketech.edu,crtsh
,*.oed.umn.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-12-08T23:59:59,*.oed.umn.edu;oed.umn.edu,crtsh
,listserv.uconn.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-09-02T23:59:59,listserv.uconn.edu;www.listserv.uconn.edu,crtsh
,buckeyepass.osu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-19T23:59:59,buckeyepass.osu.edu,crtsh
,empleados.uprrp.edu,"O=VeriSign Trust Network, OU=""VeriSign, Inc."", OU=VeriSign International Server CA - Class 3, OU=www.verisign.com/CPS Incorp.by Ref. LIABILITY LTD.(c)97 VeriSign",,,,2013-06-22T23:59:59,empleados.uprrp.edu,crtsh
,*.engr.ucsb.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-04-05T16:52:06,*.engr.ucsb.edu,crtsh
,ion.ocp.ohiou.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-08-06T23:59:59,ion.ocp.ohiou.edu,crtsh
,*.olivet.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-04-16T12:00:00,*.olivet.edu;olivet.edu,crtsh
,eportfolios.ithaca.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-09-17T14:08:43,eportfolios.ithaca.edu,crtsh
,rms.aac.academyart.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 International Server CA - G3",,,,2013-09-11T23:59:59,rms.aac.academyart.edu,crtsh
,gln.kelley.iu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-07T23:59:59,gln.kelley.iu.edu,crtsh
,www.southuniversity.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-08-12T23:59:59,Education Management Corporation;www.southuniversity.edu,crtsh
,bluto.cs.byu.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-11-01T12:00:00,acm.cs.byu.edu;bluto.cs.byu.edu;courses.cs.byu.edu;faculty.cs.byu.edu;newstudents.cs.byu.edu;research.cs.byu.edu;students.cs.byu.edu,crtsh
,myweb.fullerton.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-11-22T23:59:59,myweb.fullerton.edu;www.myweb.fullerton.edu,crtsh
,sspswd.ccsnh.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-11-16T16:36:50,sspswd.ccsnh.edu;www.sspswd.ccsnh.edu,crtsh
,*.admin.virginia.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-03-21T23:59:59,*.admin.virginia.edu;admin.virginia.edu,crtsh
,email.usj.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-05-02T23:59:59,autodiscover.usj.edu;email.usj.edu;webmail.usj.edu,crtsh
,webwork.fortlewis.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-08-16T23:59:59,webwork.fortlewis.edu,crtsh
,mail.daytonastate.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-07-17T12:00:00,admin-cas1.daytonastate.edu;admin-cas2.daytonastate.edu;autodiscover.daytonastate.edu;mail.daytonastate.edu;mobile.daytonastate.edu,crtsh
,mylc.lclark.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-10-25T23:59:59,mylc.lclark.edu,crtsh
,cvpn.messiah.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-08-01T08:26:54,cvpn.messiah.edu,crtsh
,ssb.csbsju.edu,"OU=Organization Validation CA, O=GlobalSign, CN=GlobalSign Organization Validation CA",,,,2013-04-24T23:59:59,ssb.csbsju.edu,crtsh
,bblearn.uidaho.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-05-03T23:59:59,bblearn.uidaho.edu;Distance and Extended Education,crtsh
,tap.tarleton.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-04-10T23:59:59,tap.tarleton.edu,crtsh
,*.ussa.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Domain Validation CA - G2",,,,2013-11-16T14:09:34,*.ussa.edu;ussa.edu,crtsh
,blogs.nyu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-11-07T23:59:59,blogs.nyu.edu,crtsh
,mail.oit.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-12-15T20:57:47,mail.oit.edu,crtsh
,rsrb01.urmc.rochester.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 International Server CA - G3",,,,2013-09-30T23:59:59,rsrb01.urmc.rochester.edu,crtsh
,MARYMOUNT MANHATTAN COLLEGE,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-08-24T23:59:59,AUTODISCOVER.MMM.EDU;MMCCAS1.MMM.EDU;MMCCAS2.MMM.EDU;MMCDRCAS.MMM.EDU;MMM.EDU;OUTLK.MMM.EDU;OWA.MMM.EDU,crtsh
